caseid,task,user,end_timestamp,start_timestamp
1806,W_Fix_incomplete_submission,A,2022-08-02 07:17:49,2022-08-02 07:13:47
1634,A_DECLINED,E,2022-08-02 08:28:23,2022-08-02 07:13:48
1806,A_PREACCEPTED,D,2022-08-02 08:15:23,2022-08-02 08:03:15
1839,A_PARTLYSUBMITTED,E,2022-08-02 08:26:55,2022-08-02 08:15:23
1774,W_Complete_preaccepted_appl,A,2022-08-02 10:07:48,2022-08-02 08:17:04
1840,A_SUBMITTED,E,2022-08-02 10:13:15,2022-08-02 09:14:47
1840,A_PARTLYSUBMITTED,D,2022-08-02 10:39:55,2022-08-02 10:13:16
1807,W_Assess_fraud,A,2022-08-02 11:37:22,2022-08-02 10:46:05
1642,W_Complete_preaccepted_appl,A,2022-08-02 11:42:08,2022-08-02 11:37:22
1807,A_PREACCEPTED,D,2022-08-02 12:19:56,2022-08-02 11:37:23
1841,A_SUBMITTED,D,2022-08-02 13:23:35,2022-08-02 12:06:15
1706,W_Complete_preaccepted_appl,A,2022-08-02 12:44:45,2022-08-02 12:22:36
1674,W_Call_after_offer,A,2022-08-02 12:45:01,2022-08-02 12:44:45
1706,A_ACCEPTED,E,2022-08-02 12:51:56,2022-08-02 12:44:46
1740,W_Complete_preaccepted_appl,A,2022-08-02 13:07:07,2022-08-02 12:45:01
1706,A_FINALIZED,D,2022-08-02 13:29:35,2022-08-02 12:51:57
1613,W_Complete_preaccepted_appl,A,2022-08-02 13:25:26,2022-08-02 13:07:07
1808,W_Assess_fraud,A,2022-08-02 13:58:47,2022-08-02 13:25:26
1674,O_SENT_BACK,C,2022-08-02 13:31:09,2022-08-02 13:27:26
1841,A_PARTLYSUBMITTED,E,2022-08-02 13:34:40,2022-08-02 13:29:35
1706,O_SELECTED,C,2022-08-02 13:56:25,2022-08-02 13:46:43
1775,W_Complete_preaccepted_appl,A,2022-08-02 14:18:11,2022-08-02 13:58:47
1808,A_PREACCEPTED,D,2022-08-02 14:30:12,2022-08-02 13:58:48
1741,W_Complete_preaccepted_appl,A,2022-08-02 14:32:53,2022-08-02 14:18:11
1706,O_CREATED,C,2022-08-02 15:23:08,2022-08-02 14:45:02
1842,A_SUBMITTED,D,2022-08-02 15:08:13,2022-08-02 14:55:38
1677,W_Complete_preaccepted_appl,A,2022-08-02 15:00:59,2022-08-02 15:00:27
1677,A_ACCEPTED,E,2022-08-02 15:19:41,2022-08-02 15:08:13
1842,A_PARTLYSUBMITTED,D,2022-08-02 16:11:41,2022-08-02 15:19:41
1646,W_Complete_preaccepted_appl,A,2022-08-02 15:41:00,2022-08-02 15:21:22
1776,W_Complete_preaccepted_appl,A,2022-08-02 15:56:35,2022-08-02 15:41:00
1677,A_FINALIZED,E,2022-08-02 16:48:27,2022-08-02 15:52:46
1707,W_Complete_preaccepted_appl,A,2022-08-02 16:24:38,2022-08-02 15:56:35
1809,W_Fix_incomplete_submission,A,2022-08-02 16:45:45,2022-08-02 16:24:38
1810,W_Fix_incomplete_submission,A,2022-08-02 17:20:51,2022-08-02 16:45:45
1809,A_PREACCEPTED,E,2022-08-02 17:15:55,2022-08-02 16:48:27
1736,W_Call_after_offer,A,2022-08-02 17:37:32,2022-08-02 17:20:51
1810,A_PREACCEPTED,D,2022-08-02 18:12:29,2022-08-02 17:20:52
1706,O_SENT,C,2022-08-02 18:01:24,2022-08-02 17:50:00
1677,O_SELECTED,C,2022-08-02 18:36:50,2022-08-02 18:01:24
1736,A_DECLINED,E,2022-08-02 18:59:37,2022-08-02 18:12:29
1614,W_Call_missing_information,A,2022-08-02 18:31:48,2022-08-02 18:21:35
1843,A_SUBMITTED,D,2022-08-02 19:27:30,2022-08-02 18:25:40
1675,W_Assess_application,A,2022-08-02 19:35:15,2022-08-02 18:31:48
1644,W_Assess_application,A,2022-08-02 20:45:57,2022-08-02 19:35:15
1677,O_CREATED,C,2022-08-02 19:40:32,2022-08-02 19:36:55
1677,O_SENT,C,2022-08-02 19:41:31,2022-08-02 19:40:33
1843,A_PARTLYSUBMITTED,D,2022-08-02 20:00:02,2022-08-02 19:47:57
1844,A_SUBMITTED,E,2022-08-02 21:48:00,2022-08-02 20:31:43
1645,W_Call_after_offer,A,2022-08-02 21:40:31,2022-08-02 21:13:09
1616,W_Call_after_offer,A,2022-08-02 21:57:31,2022-08-02 21:40:31
1844,A_PARTLYSUBMITTED,D,2022-08-02 22:34:21,2022-08-02 21:48:01
1708,W_Call_after_offer,A,2022-08-02 21:58:04,2022-08-02 21:57:31
1811,W_Assess_fraud,A,2022-08-02 22:16:22,2022-08-02 21:58:04
1645,O_SENT_BACK,C,2022-08-02 22:14:45,2022-08-02 22:14:34
1743,W_Complete_preaccepted_appl,A,2022-08-02 23:14:15,2022-08-02 22:16:22
1811,A_PREACCEPTED,D,2022-08-02 22:20:47,2022-08-02 22:16:23
1643,W_Call_after_offer,A,2022-08-02 23:56:13,2022-08-02 23:14:15
1845,A_SUBMITTED,E,2022-08-02 23:46:24,2022-08-02 23:20:07
1845,A_PARTLYSUBMITTED,E,2022-08-03 00:35:37,2022-08-02 23:46:25
1744,W_Complete_preaccepted_appl,A,2022-08-03 00:26:52,2022-08-02 23:56:13
1778,W_Complete_preaccepted_appl,A,2022-08-03 01:36:34,2022-08-03 01:29:01
1648,W_Call_after_offer,A,2022-08-03 01:37:59,2022-08-03 01:36:34
1812,W_Assess_fraud,A,2022-08-03 02:31:56,2022-08-03 01:37:59
1648,A_DECLINED,E,2022-08-03 02:03:54,2022-08-03 01:38:00
1846,A_SUBMITTED,D,2022-08-03 03:31:54,2022-08-03 02:10:31
1812,A_PREACCEPTED,D,2022-08-03 03:08:47,2022-08-03 02:31:57
1745,W_Complete_preaccepted_appl,A,2022-08-03 02:44:29,2022-08-03 02:35:54
1745,A_DECLINED,D,2022-08-03 03:51:01,2022-08-03 03:08:47
1846,A_PARTLYSUBMITTED,D,2022-08-03 04:16:28,2022-08-03 03:31:55
1711,W_Complete_preaccepted_appl,A,2022-08-03 03:58:48,2022-08-03 03:33:21
1847,A_SUBMITTED,D,2022-08-03 05:33:50,2022-08-03 05:01:28
1709,W_Assess_application,A,2022-08-03 05:26:07,2022-08-03 05:18:28
1779,W_Complete_preaccepted_appl,A,2022-08-03 05:38:13,2022-08-03 05:26:07
1709,O_ACCEPTED,C,2022-08-03 06:13:13,2022-08-03 05:26:08
1847,A_PARTLYSUBMITTED,E,2022-08-03 06:39:49,2022-08-03 05:33:51
1813,W_Fix_incomplete_submission,A,2022-08-03 05:51:31,2022-08-03 05:38:13
1746,W_Complete_preaccepted_appl,A,2022-08-03 05:54:53,2022-08-03 05:51:31
1712,W_Complete_preaccepted_appl,A,2022-08-03 06:21:53,2022-08-03 06:14:43
1780,W_Complete_preaccepted_appl,A,2022-08-03 07:18:24,2022-08-03 06:21:53
1813,A_PREACCEPTED,E,2022-08-03 07:47:22,2022-08-03 06:39:49
1746,A_ACCEPTED,E,2022-08-03 07:26:38,2022-08-03 06:57:09
1814,W_Assess_fraud,A,2022-08-03 07:48:22,2022-08-03 07:25:56
1709,A_APPROVED,E,2022-08-03 08:24:28,2022-08-03 07:26:38
1746,A_FINALIZED,D,2022-08-03 08:18:41,2022-08-03 07:47:22
1747,W_Complete_preaccepted_appl,A,2022-08-03 08:02:14,2022-08-03 07:57:47
1848,A_SUBMITTED,E,2022-08-03 09:42:45,2022-08-03 08:18:41
1746,O_SELECTED,C,2022-08-03 08:28:04,2022-08-03 08:18:42
1814,A_PREACCEPTED,E,2022-08-03 08:46:20,2022-08-03 08:24:28
1746,O_CREATED,C,2022-08-03 08:28:13,2022-08-03 08:28:05
1746,O_SENT,C,2022-08-03 08:40:10,2022-08-03 08:28:14
1781,W_Complete_preaccepted_appl,A,2022-08-03 09:00:24,2022-08-03 08:43:45
1709,A_REGISTERED,D,2022-08-03 09:47:40,2022-08-03 08:46:20
1748,W_Complete_preaccepted_appl,A,2022-08-03 09:28:34,2022-08-03 09:11:36
1815,W_Fix_incomplete_submission,A,2022-08-03 09:44:55,2022-08-03 09:28:34
1781,A_ACCEPTED,D,2022-08-03 09:45:05,2022-08-03 09:42:45
1621,W_Complete_preaccepted_appl,A,2022-08-03 09:50:51,2022-08-03 09:44:55
1815,O_DECLINED,C,2022-08-03 09:46:31,2022-08-03 09:44:56
1748,A_ACCEPTED,D,2022-08-03 09:54:30,2022-08-03 09:45:05
1848,A_PARTLYSUBMITTED,E,2022-08-03 10:44:33,2022-08-03 09:47:40
1781,A_FINALIZED,D,2022-08-03 10:48:36,2022-08-03 09:54:30
1816,W_Assess_fraud,A,2022-08-03 10:40:52,2022-08-03 10:36:12
1649,W_Call_after_offer,A,2022-08-03 11:09:48,2022-08-03 10:40:52
1815,A_DECLINED,E,2022-08-03 11:31:31,2022-08-03 10:44:33
1709,A_ACTIVATED,E,2022-08-03 11:59:10,2022-08-03 10:48:36
1781,O_SELECTED,C,2022-08-03 11:06:19,2022-08-03 10:48:37
1781,O_CREATED,C,2022-08-03 11:10:06,2022-08-03 11:06:20
1781,O_SENT,C,2022-08-03 11:20:36,2022-08-03 11:10:07
1781,O_SELECTED,C,2022-08-03 11:33:14,2022-08-03 11:20:37
1621,A_ACCEPTED,E,2022-08-03 11:31:50,2022-08-03 11:31:31
1748,A_FINALIZED,E,2022-08-03 11:48:56,2022-08-03 11:31:50
1680,W_Assess_application,A,2022-08-03 11:42:37,2022-08-03 11:33:11
1781,O_CREATED,C,2022-08-03 12:04:37,2022-08-03 11:33:15
1782,W_Complete_preaccepted_appl,A,2022-08-03 11:54:49,2022-08-03 11:42:37
1849,A_SUBMITTED,D,2022-08-03 12:41:32,2022-08-03 11:48:56
1783,W_Fix_incomplete_submission,A,2022-08-03 11:56:46,2022-08-03 11:54:49
1715,W_Complete_preaccepted_appl,A,2022-08-03 11:57:28,2022-08-03 11:56:46
1748,O_SELECTED,C,2022-08-03 12:08:41,2022-08-03 12:04:37
1817,W_Assess_fraud,A,2022-08-03 12:07:38,2022-08-03 12:07:14
1749,W_Complete_preaccepted_appl,A,2022-08-03 12:19:34,2022-08-03 12:07:38
1781,O_SENT,C,2022-08-03 12:16:39,2022-08-03 12:08:41
1816,A_CANCELLED,E,2022-08-03 12:50:44,2022-08-03 12:11:49
1621,A_FINALIZED,D,2022-08-03 12:54:07,2022-08-03 12:41:32
1714,W_Call_after_offer,A,2022-08-03 12:56:21,2022-08-03 12:43:38
1782,A_ACCEPTED,D,2022-08-03 12:56:29,2022-08-03 12:50:44
1783,A_PREACCEPTED,E,2022-08-03 13:21:59,2022-08-03 12:54:07
1716,W_Complete_preaccepted_appl,A,2022-08-03 13:51:41,2022-08-03 12:56:21
1715,A_ACCEPTED,D,2022-08-03 13:04:01,2022-08-03 12:56:29
1748,O_CREATED,C,2022-08-03 13:08:02,2022-08-03 12:59:03
1817,A_PREACCEPTED,E,2022-08-03 13:39:28,2022-08-03 13:04:01
1621,O_SELECTED,C,2022-08-03 13:15:00,2022-08-03 13:08:02
1748,O_SENT,C,2022-08-03 13:38:33,2022-08-03 13:15:00
1621,O_CREATED,C,2022-08-03 13:50:54,2022-08-03 13:38:33
1749,A_DECLINED,D,2022-08-03 13:46:35,2022-08-03 13:39:28
1849,A_PARTLYSUBMITTED,E,2022-08-03 14:22:54,2022-08-03 13:46:35
1621,O_SENT,C,2022-08-03 14:33:04,2022-08-03 13:50:55
1750,W_Complete_preaccepted_appl,A,2022-08-03 14:28:33,2022-08-03 14:14:25
1782,A_FINALIZED,E,2022-08-03 16:15:06,2022-08-03 14:22:54
1784,W_Complete_preaccepted_appl,A,2022-08-03 15:56:40,2022-08-03 14:44:46
1715,A_FINALIZED,D,2022-08-03 16:46:27,2022-08-03 15:51:29
1618,W_Call_after_offer,A,2022-08-03 16:50:30,2022-08-03 15:56:40
1850,A_SUBMITTED,E,2022-08-03 18:02:15,2022-08-03 16:15:06
1782,O_SELECTED,C,2022-08-03 16:42:38,2022-08-03 16:15:07
1782,O_CREATED,C,2022-08-03 16:50:18,2022-08-03 16:42:39
1716,A_ACCEPTED,E,2022-08-03 17:15:41,2022-08-03 16:46:27
1715,O_SELECTED,C,2022-08-03 16:54:00,2022-08-03 16:50:18
1713,W_Call_after_offer,A,2022-08-03 17:03:24,2022-08-03 16:50:30
1782,O_SENT,C,2022-08-03 19:32:17,2022-08-03 16:54:00
1818,W_Fix_incomplete_submission,A,2022-08-03 17:42:07,2022-08-03 17:03:24
1785,W_Complete_preaccepted_appl,A,2022-08-03 18:02:23,2022-08-03 17:43:05
1717,W_Complete_preaccepted_appl,A,2022-08-03 18:27:00,2022-08-03 18:02:23
1751,W_Complete_preaccepted_appl,A,2022-08-03 19:02:11,2022-08-03 18:27:00
1784,A_ACCEPTED,E,2022-08-03 18:37:02,2022-08-03 18:36:44
1851,A_SUBMITTED,D,2022-08-03 19:56:18,2022-08-03 18:36:53
1618,A_DECLINED,D,2022-08-03 18:48:43,2022-08-03 18:37:02
1716,A_FINALIZED,E,2022-08-03 19:22:39,2022-08-03 18:48:43
1682,W_Call_after_offer,A,2022-08-03 19:18:05,2022-08-03 19:13:20
1818,A_PREACCEPTED,D,2022-08-03 20:21:16,2022-08-03 19:22:39
1715,O_CREATED,C,2022-08-03 19:38:05,2022-08-03 19:32:17
1716,O_SELECTED,C,2022-08-03 19:56:06,2022-08-03 19:48:25
1715,O_SENT,C,2022-08-03 20:28:36,2022-08-03 19:56:06
1850,A_PARTLYSUBMITTED,E,2022-08-03 20:22:42,2022-08-03 19:56:18
1784,A_FINALIZED,D,2022-08-03 21:14:26,2022-08-03 20:22:42
1819,W_Assess_fraud,A,2022-08-03 20:36:47,2022-08-03 20:23:56
1716,O_CREATED,C,2022-08-03 20:51:44,2022-08-03 20:31:58
1683,W_Call_after_offer,A,2022-08-03 20:54:24,2022-08-03 20:36:47
1852,A_SUBMITTED,D,2022-08-03 21:31:29,2022-08-03 21:04:49
1851,A_PARTLYSUBMITTED,E,2022-08-03 21:53:44,2022-08-03 21:31:29
1787,W_Complete_preaccepted_appl,A,2022-08-03 21:53:51,2022-08-03 21:44:31
1716,O_SENT,C,2022-08-03 23:04:35,2022-08-03 21:51:13
1819,A_PREACCEPTED,D,2022-08-03 22:19:52,2022-08-03 21:52:37
1852,A_PARTLYSUBMITTED,E,2022-08-03 22:23:06,2022-08-03 21:53:44
1853,A_SUBMITTED,E,2022-08-03 23:30:27,2022-08-03 22:19:52
1820,W_Fix_incomplete_submission,A,2022-08-03 23:53:01,2022-08-03 22:48:37
1784,O_SELECTED,C,2022-08-03 23:28:52,2022-08-03 23:08:17
1853,A_PARTLYSUBMITTED,D,2022-08-03 23:49:26,2022-08-03 23:30:28
1820,A_PREACCEPTED,E,2022-08-04 00:38:35,2022-08-03 23:53:02
1718,W_Call_after_offer,A,2022-08-04 00:15:57,2022-08-04 00:12:18
1752,W_Call_after_offer,A,2022-08-04 00:21:51,2022-08-04 00:15:57
1720,W_Complete_preaccepted_appl,A,2022-08-04 00:30:34,2022-08-04 00:21:51
1654,W_Call_after_offer,A,2022-08-04 00:38:32,2022-08-04 00:30:34
1784,O_CREATED,C,2022-08-04 01:10:25,2022-08-04 00:32:38
1854,A_SUBMITTED,E,2022-08-04 02:14:20,2022-08-04 00:38:35
1718,O_SELECTED,C,2022-08-04 01:50:57,2022-08-04 01:10:25
1654,O_SENT_BACK,C,2022-08-04 01:57:11,2022-08-04 01:50:57
1784,O_SENT,C,2022-08-04 02:40:34,2022-08-04 01:57:11
1655,W_Call_after_offer,A,2022-08-04 02:25:25,2022-08-04 02:02:33
1854,A_PARTLYSUBMITTED,D,2022-08-04 02:36:35,2022-08-04 02:14:21
1821,W_Assess_fraud,A,2022-08-04 02:47:28,2022-08-04 02:25:25
1718,O_CREATED,C,2022-08-04 02:49:02,2022-08-04 02:40:34
1657,W_Call_missing_information,A,2022-08-04 03:00:17,2022-08-04 02:47:28
1655,O_SENT_BACK,C,2022-08-04 03:58:28,2022-08-04 02:49:02
1721,W_Complete_preaccepted_appl,A,2022-08-04 03:18:55,2022-08-04 03:05:58
1855,A_SUBMITTED,E,2022-08-04 03:42:03,2022-08-04 03:12:34
1754,W_Complete_preaccepted_appl,A,2022-08-04 03:27:33,2022-08-04 03:18:55
1822,W_Assess_fraud,A,2022-08-04 03:58:09,2022-08-04 03:27:33
1855,A_PARTLYSUBMITTED,E,2022-08-04 04:22:11,2022-08-04 03:42:04
1789,W_Complete_preaccepted_appl,A,2022-08-04 04:18:10,2022-08-04 03:58:09
1821,O_DECLINED,C,2022-08-04 05:05:26,2022-08-04 03:58:28
1822,A_PREACCEPTED,D,2022-08-04 05:04:00,2022-08-04 04:13:18
1789,A_ACCEPTED,E,2022-08-04 04:52:32,2022-08-04 04:22:11
1753,W_Call_after_offer,A,2022-08-04 04:27:53,2022-08-04 04:23:52
1789,A_FINALIZED,D,2022-08-04 06:10:06,2022-08-04 04:52:33
1722,W_Complete_preaccepted_appl,A,2022-08-04 05:40:38,2022-08-04 04:59:06
1718,O_SENT,C,2022-08-04 08:57:22,2022-08-04 05:05:26
1821,A_DECLINED,D,2022-08-04 05:17:45,2022-08-04 05:05:27
1722,A_ACCEPTED,E,2022-08-04 06:02:20,2022-08-04 05:40:39
1856,A_SUBMITTED,D,2022-08-04 06:16:01,2022-08-04 06:02:20
1722,A_FINALIZED,E,2022-08-04 06:32:38,2022-08-04 06:10:06
1856,A_PARTLYSUBMITTED,D,2022-08-04 07:18:26,2022-08-04 06:16:02
1755,W_Complete_preaccepted_appl,A,2022-08-04 07:18:23,2022-08-04 06:29:24
1689,W_Complete_preaccepted_appl,A,2022-08-04 07:23:31,2022-08-04 07:18:23
1823,W_Assess_fraud,A,2022-08-04 07:25:30,2022-08-04 07:23:31
1823,A_PREACCEPTED,D,2022-08-04 07:53:59,2022-08-04 07:25:31
1790,W_Complete_preaccepted_appl,A,2022-08-04 08:16:52,2022-08-04 07:37:45
1790,A_CANCELLED,E,2022-08-04 08:36:35,2022-08-04 08:16:53
1756,W_Complete_preaccepted_appl,A,2022-08-04 09:10:38,2022-08-04 08:43:24
1857,A_SUBMITTED,D,2022-08-04 09:22:31,2022-08-04 08:45:16
1857,A_PARTLYSUBMITTED,E,2022-08-04 10:09:04,2022-08-04 09:22:32
1824,W_Assess_fraud,A,2022-08-04 09:56:24,2022-08-04 09:35:17
1627,W_Call_after_offer,A,2022-08-04 10:04:01,2022-08-04 09:56:24
1824,A_PREACCEPTED,E,2022-08-04 10:30:32,2022-08-04 09:56:25
1791,W_Complete_preaccepted_appl,A,2022-08-04 11:00:52,2022-08-04 10:24:06
1660,W_Assess_application,A,2022-08-04 11:15:56,2022-08-04 11:00:52
1691,W_Call_after_offer,A,2022-08-04 11:31:44,2022-08-04 11:29:04
1858,A_SUBMITTED,E,2022-08-04 12:46:39,2022-08-04 11:31:06
1692,W_Complete_preaccepted_appl,A,2022-08-04 11:51:10,2022-08-04 11:31:44
1789,O_SELECTED,C,2022-08-04 11:49:15,2022-08-04 11:32:16
1722,O_SELECTED,C,2022-08-04 11:50:50,2022-08-04 11:49:15
1718,O_SELECTED,C,2022-08-04 12:10:34,2022-08-04 11:50:50
1825,W_Fix_incomplete_submission,A,2022-08-04 12:10:46,2022-08-04 12:04:44
1660,O_CANCELLED,C,2022-08-04 13:16:10,2022-08-04 12:10:34
1688,W_Call_after_offer,A,2022-08-04 12:24:44,2022-08-04 12:16:35
1792,W_Complete_preaccepted_appl,A,2022-08-04 12:51:43,2022-08-04 12:24:44
1825,A_PREACCEPTED,E,2022-08-04 12:35:53,2022-08-04 12:34:21
1858,A_PARTLYSUBMITTED,D,2022-08-04 13:51:58,2022-08-04 12:46:40
1826,W_Assess_fraud,A,2022-08-04 13:36:40,2022-08-04 12:58:12
1789,O_CREATED,C,2022-08-04 13:43:04,2022-08-04 13:31:35
1726,W_Complete_preaccepted_appl,A,2022-08-04 14:10:13,2022-08-04 13:36:40
1722,O_CREATED,C,2022-08-04 14:03:09,2022-08-04 13:43:04
1792,A_ACCEPTED,D,2022-08-04 13:57:18,2022-08-04 13:44:00
1826,A_PREACCEPTED,E,2022-08-04 14:55:04,2022-08-04 13:51:58
1792,A_FINALIZED,D,2022-08-04 13:57:45,2022-08-04 13:57:19
1718,O_CREATED,C,2022-08-04 14:10:58,2022-08-04 14:03:09
1662,W_Complete_preaccepted_appl,A,2022-08-04 14:28:21,2022-08-04 14:10:13
1726,A_DECLINED,E,2022-08-04 14:52:39,2022-08-04 14:10:14
1660,O_SELECTED,C,2022-08-04 14:50:31,2022-08-04 14:10:58
1760,W_Complete_preaccepted_appl,A,2022-08-04 15:08:12,2022-08-04 14:28:21
1789,O_SENT,C,2022-08-04 15:01:53,2022-08-04 14:50:31
1859,A_SUBMITTED,D,2022-08-04 15:38:45,2022-08-04 14:52:39
1662,A_ACCEPTED,D,2022-08-04 15:13:45,2022-08-04 14:55:04
1792,O_SELECTED,C,2022-08-04 15:10:29,2022-08-04 15:01:53
1727,W_Complete_preaccepted_appl,A,2022-08-04 15:12:36,2022-08-04 15:08:38
1722,O_SENT,C,2022-08-04 16:18:15,2022-08-04 15:10:29
1757,W_Call_after_offer,A,2022-08-04 15:33:10,2022-08-04 15:12:36
1662,A_FINALIZED,D,2022-08-04 15:36:56,2022-08-04 15:13:46
1631,W_Complete_preaccepted_appl,A,2022-08-04 15:37:52,2022-08-04 15:33:10
1793,W_Complete_preaccepted_appl,A,2022-08-04 16:06:49,2022-08-04 15:37:52
1859,A_PARTLYSUBMITTED,D,2022-08-04 15:55:28,2022-08-04 15:38:46
1693,W_Complete_preaccepted_appl,A,2022-08-04 16:52:40,2022-08-04 16:06:49
1718,O_SENT,C,2022-08-04 16:53:07,2022-08-04 16:18:15
1693,A_ACCEPTED,D,2022-08-04 16:57:11,2022-08-04 16:52:41
1660,O_CREATED,C,2022-08-04 17:17:41,2022-08-04 16:53:07
1693,A_FINALIZED,E,2022-08-04 17:52:51,2022-08-04 16:57:12
1860,A_SUBMITTED,E,2022-08-04 17:28:58,2022-08-04 17:10:31
1789,O_SELECTED,C,2022-08-04 17:22:28,2022-08-04 17:17:41
1792,O_CREATED,C,2022-08-04 18:26:46,2022-08-04 17:22:28
1827,W_Assess_fraud,A,2022-08-04 18:04:41,2022-08-04 17:23:47
1860,A_PARTLYSUBMITTED,E,2022-08-04 18:04:17,2022-08-04 17:28:59
1827,A_PREACCEPTED,E,2022-08-04 18:19:30,2022-08-04 18:04:42
1662,O_SELECTED,C,2022-08-04 18:35:08,2022-08-04 18:26:46
1660,O_SENT,C,2022-08-04 18:45:52,2022-08-04 18:35:08
1789,O_CREATED,C,2022-08-04 18:53:15,2022-08-04 18:45:52
1693,O_SELECTED,C,2022-08-04 19:07:33,2022-08-04 18:53:15
1794,W_Complete_preaccepted_appl,A,2022-08-04 19:17:43,2022-08-04 18:54:22
1792,O_SENT,C,2022-08-04 20:54:01,2022-08-04 19:07:33
1695,W_Complete_preaccepted_appl,A,2022-08-04 19:36:25,2022-08-04 19:17:43
1666,W_Complete_preaccepted_appl,A,2022-08-04 20:07:19,2022-08-04 19:36:25
1695,A_ACCEPTED,D,2022-08-04 19:41:59,2022-08-04 19:36:26
1695,A_FINALIZED,E,2022-08-04 19:47:28,2022-08-04 19:42:00
1861,A_SUBMITTED,E,2022-08-04 20:55:04,2022-08-04 19:53:07
1828,W_Assess_fraud,A,2022-08-04 20:29:06,2022-08-04 20:12:19
1795,W_Complete_preaccepted_appl,A,2022-08-04 20:38:19,2022-08-04 20:29:06
1828,A_PREACCEPTED,E,2022-08-04 21:12:37,2022-08-04 20:29:07
1662,O_CREATED,C,2022-08-04 21:05:48,2022-08-04 20:54:01
1861,A_PARTLYSUBMITTED,E,2022-08-04 21:06:36,2022-08-04 20:55:05
1660,O_SELECTED,C,2022-08-04 21:18:42,2022-08-04 21:05:48
1789,O_SENT,C,2022-08-04 21:35:03,2022-08-04 21:18:42
1729,W_Complete_preaccepted_appl,A,2022-08-04 21:48:02,2022-08-04 21:28:36
1693,O_CREATED,C,2022-08-04 21:36:24,2022-08-04 21:35:03
1695,O_SELECTED,C,2022-08-04 21:48:46,2022-08-04 21:36:24
1659,W_Call_after_offer,A,2022-08-04 22:30:25,2022-08-04 21:48:02
1662,O_SENT,C,2022-08-05 00:24:02,2022-08-04 21:57:53
1763,W_Complete_preaccepted_appl,A,2022-08-04 23:02:37,2022-08-04 22:30:25
1862,A_SUBMITTED,D,2022-08-05 00:05:57,2022-08-04 22:47:30
1763,A_ACCEPTED,E,2022-08-04 23:08:42,2022-08-04 23:02:38
1763,A_FINALIZED,E,2022-08-04 23:46:10,2022-08-04 23:08:43
1796,W_Complete_preaccepted_appl,A,2022-08-04 23:59:06,2022-08-04 23:48:35
1697,W_Complete_preaccepted_appl,A,2022-08-05 00:19:57,2022-08-04 23:59:06
1862,A_PARTLYSUBMITTED,D,2022-08-05 01:06:48,2022-08-05 00:05:58
1660,O_CREATED,C,2022-08-05 01:07:21,2022-08-05 00:24:02
1829,W_Assess_fraud,A,2022-08-05 01:14:04,2022-08-05 00:43:35
1693,O_SENT,C,2022-08-05 01:19:33,2022-08-05 01:07:21
1731,W_Complete_preaccepted_appl,A,2022-08-05 01:17:29,2022-08-05 01:14:04
1829,A_PREACCEPTED,E,2022-08-05 01:55:59,2022-08-05 01:14:05
1695,O_CREATED,C,2022-08-05 01:35:09,2022-08-05 01:19:33
1761,W_Call_after_offer,A,2022-08-05 01:29:02,2022-08-05 01:21:28
1863,A_SUBMITTED,D,2022-08-05 02:08:14,2022-08-05 01:31:53
1659,O_SENT_BACK,C,2022-08-05 01:51:08,2022-08-05 01:36:26
1763,O_SELECTED,C,2022-08-05 02:17:16,2022-08-05 01:51:08
1664,W_Call_after_offer,A,2022-08-05 02:18:48,2022-08-05 02:07:15
1863,A_PARTLYSUBMITTED,D,2022-08-05 02:44:50,2022-08-05 02:08:15
1662,O_SELECTED,C,2022-08-05 02:38:19,2022-08-05 02:17:16
1629,W_Call_after_offer,A,2022-08-05 02:35:02,2022-08-05 02:18:48
1664,A_DECLINED,D,2022-08-05 02:33:47,2022-08-05 02:18:49
1764,W_Complete_preaccepted_appl,A,2022-08-05 02:45:41,2022-08-05 02:35:02
1660,O_SENT,C,2022-08-05 03:01:29,2022-08-05 02:38:19
1626,W_Assess_application,A,2022-08-05 03:11:02,2022-08-05 02:45:41
1764,A_ACCEPTED,E,2022-08-05 03:09:30,2022-08-05 02:45:42
1695,O_SENT,C,2022-08-05 04:21:18,2022-08-05 03:01:29
1764,A_FINALIZED,E,2022-08-05 03:54:01,2022-08-05 03:09:31
1797,W_Complete_preaccepted_appl,A,2022-08-05 03:49:37,2022-08-05 03:44:16
1668,W_Complete_preaccepted_appl,A,2022-08-05 04:22:56,2022-08-05 03:49:37
1864,A_SUBMITTED,D,2022-08-05 04:38:03,2022-08-05 04:20:30
1830,W_Assess_fraud,A,2022-08-05 04:29:45,2022-08-05 04:22:56
1668,A_DECLINED,E,2022-08-05 05:11:34,2022-08-05 04:22:57
1830,A_PREACCEPTED,E,2022-08-05 05:24:30,2022-08-05 04:38:03
1763,O_CREATED,C,2022-08-05 05:04:32,2022-08-05 04:52:24
1732,W_Complete_preaccepted_appl,A,2022-08-05 05:12:38,2022-08-05 05:03:14
1629,O_SELECTED,C,2022-08-05 05:22:09,2022-08-05 05:04:32
1864,A_PARTLYSUBMITTED,E,2022-08-05 05:47:45,2022-08-05 05:11:34
1662,O_CREATED,C,2022-08-05 05:44:36,2022-08-05 05:22:09
1764,O_SELECTED,C,2022-08-05 05:45:39,2022-08-05 05:44:36
1696,W_Call_after_offer,A,2022-08-05 06:14:46,2022-08-05 06:08:24
